0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80240	80238	80235	80231	80226	80220	80213	80205	80196	80186	80175	80163	80150	80136	80121	80105	80088	80070	80051	80031	80010	79988	79965	79941	79916	79890	79863	79835	79806	79776	79745	79713	79680	79646	79611	79575	79538	79500	79461	79421	79380	79338	79295	79251	79206	79160	79113	79065	79016	78966	78915	78863	78810	78756	78701	78645	78588	78530	78471	78411	78350	78288	78225	78161	78096	78030	77963	77895	77826	77756	77685	77613	77540	77466	77391	77315	77238	77160	77081	77001	76920	76838	76755	76671	76586	76500	76413	76325	76236	76146	76055	75963	75870	75776	75681	75585	75488	75390	75291	75191	75090	74988	74885	74781	74676	74570	74463	74355	74246	74136	74025	73913	73800	73686	73571	73455	73338	0
0	80239	80236	80232	80227	80221	80214	80206	80197	80187	80176	80164	80151	80137	80122	80106	80089	80071	80052	80032	80011	79989	79966	79942	79917	79891	79864	79836	79807	79777	79746	79714	79681	79647	79612	79576	79539	79501	79462	79422	79381	79339	79296	79252	79207	79161	79114	79066	79017	78967	78916	78864	78811	78757	78702	78646	78589	78531	78472	78412	78351	78289	78226	78162	78097	78031	77964	77896	77827	77757	77686	77614	77541	77467	77392	77316	77239	77161	77082	77002	76921	76839	76756	76672	76587	76501	76414	76326	76237	76147	76056	75964	75871	75777	75682	75586	75489	75391	75292	75192	75091	74989	74886	74782	74677	74571	74464	74356	74247	74137	74026	73914	73801	73687	73572	73456	73339	73221	0
0	80237	80233	80228	80222	80215	80207	80198	80188	80177	80165	80152	80138	80123	80107	80090	80072	80053	80033	80012	79990	79967	79943	79918	79892	79865	79837	79808	79778	79747	79715	79682	79648	79613	79577	79540	79502	79463	79423	79382	79340	79297	79253	79208	79162	79115	79067	79018	78968	78917	78865	78812	78758	78703	78647	78590	78532	78473	78413	78352	78290	78227	78163	78098	78032	77965	77897	77828	77758	77687	77615	77542	77468	77393	77317	77240	77162	77083	77003	76922	76840	76757	76673	76588	76502	76415	76327	76238	76148	76057	75965	75872	75778	75683	75587	75490	75392	75293	75193	75092	74990	74887	74783	74678	74572	74465	74357	74248	74138	74027	73915	73802	73688	73573	73457	73340	73222	73104	0
0	80234	80229	80223	80216	80208	80199	80189	80178	80166	80153	80139	80124	80108	80091	80073	80054	80034	80013	79991	79968	79944	79919	79893	79866	79838	79809	79779	79748	79716	79683	79649	79614	79578	79541	79503	79464	79424	79383	79341	79298	79254	79209	79163	79116	79068	79019	78969	78918	78866	78813	78759	78704	78648	78591	78533	78474	78414	78353	78291	78228	78164	78099	78033	77966	77898	77829	77759	77688	77616	77543	77469	77394	77318	77241	77163	77084	77004	76923	76841	76758	76674	76589	76503	76416	76328	76239	76149	76058	75966	75873	75779	75684	75588	75491	75393	75294	75194	75093	74991	74888	74784	74679	74573	74466	74358	74249	74139	74028	73916	73803	73689	73574	73458	73341	73223	73105	72987	0
0	80230	80224	80217	80209	80200	80190	80179	80167	80154	80140	80125	80109	80092	80074	80055	80035	80014	79992	79969	79945	79920	79894	79867	79839	79810	79780	79749	79717	79684	79650	79615	79579	79542	79504	79465	79425	79384	79342	79299	79255	79210	79164	79117	79069	79020	78970	78919	78867	78814	78760	78705	78649	78592	78534	78475	78415	78354	78292	78229	78165	78100	78034	77967	77899	77830	77760	77689	77617	77544	77470	77395	77319	77242	77164	77085	77005	76924	76842	76759	76675	76590	76504	76417	76329	76240	76150	76059	75967	75874	75780	75685	75589	75492	75394	75295	75195	75094	74992	74889	74785	74680	74574	74467	74359	74250	74140	74029	73917	73804	73690	73575	73459	73342	73224	73106	72988	72870	0
0	80225	80218	80210	80201	80191	80180	80168	80155	80141	80126	80110	80093	80075	80056	80036	80015	79993	79970	79946	79921	79895	79868	79840	79811	79781	79750	79718	79685	79651	79616	79580	79543	79505	79466	79426	79385	79343	79300	79256	79211	79165	79118	79070	79021	78971	78920	78868	78815	78761	78706	78650	78593	78535	78476	78416	78355	78293	78230	78166	78101	78035	77968	77900	77831	77761	77690	77618	77545	77471	77396	77320	77243	77165	77086	77006	76925	76843	76760	76676	76591	76505	76418	76330	76241	76151	76060	75968	75875	75781	75686	75590	75493	75395	75296	75196	75095	74993	74890	74786	74681	74575	74468	74360	74251	74141	74030	73918	73805	73691	73576	73460	73343	73225	73107	72989	72871	72753	0
0	80219	80211	80202	80192	80181	80169	80156	80142	80127	80111	80094	80076	80057	80037	80016	79994	79971	79947	79922	79896	79869	79841	79812	79782	79751	79719	79686	79652	79617	79581	79544	79506	79467	79427	79386	79344	79301	79257	79212	79166	79119	79071	79022	78972	78921	78869	78816	78762	78707	78651	78594	78536	78477	78417	78356	78294	78231	78167	78102	78036	77969	77901	77832	77762	77691	77619	77546	77472	77397	77321	77244	77166	77087	77007	76926	76844	76761	76677	76592	76506	76419	76331	76242	76152	76061	75969	75876	75782	75687	75591	75494	75396	75297	75197	75096	74994	74891	74787	74682	74576	74469	74361	74252	74142	74031	73919	73806	73692	73577	73461	73344	73226	73108	72990	72872	72754	72636	0
0	80212	80203	80193	80182	80170	80157	80143	80128	80112	80095	80077	80058	80038	80017	79995	79972	79948	79923	79897	79870	79842	79813	79783	79752	79720	79687	79653	79618	79582	79545	79507	79468	79428	79387	79345	79302	79258	79213	79167	79120	79072	79023	78973	78922	78870	78817	78763	78708	78652	78595	78537	78478	78418	78357	78295	78232	78168	78103	78037	77970	77902	77833	77763	77692	77620	77547	77473	77398	77322	77245	77167	77088	77008	76927	76845	76762	76678	76593	76507	76420	76332	76243	76153	76062	75970	75877	75783	75688	75592	75495	75397	75298	75198	75097	74995	74892	74788	74683	74577	74470	74362	74253	74143	74032	73920	73807	73693	73578	73462	73345	73227	73109	72991	72873	72755	72637	72519	0
0	80204	80194	80183	80171	80158	80144	80129	80113	80096	80078	80059	80039	80018	79996	79973	79949	79924	79898	79871	79843	79814	79784	79753	79721	79688	79654	79619	79583	79546	79508	79469	79429	79388	79346	79303	79259	79214	79168	79121	79073	79024	78974	78923	78871	78818	78764	78709	78653	78596	78538	78479	78419	78358	78296	78233	78169	78104	78038	77971	77903	77834	77764	77693	77621	77548	77474	77399	77323	77246	77168	77089	77009	76928	76846	76763	76679	76594	76508	76421	76333	76244	76154	76063	75971	75878	75784	75689	75593	75496	75398	75299	75199	75098	74996	74893	74789	74684	74578	74471	74363	74254	74144	74033	73921	73808	73694	73579	73463	73346	73228	73110	72992	72874	72756	72638	72520	72402	0
0	80195	80184	80172	80159	80145	80130	80114	80097	80079	80060	80040	80019	79997	79974	79950	79925	79899	79872	79844	79815	79785	79754	79722	79689	79655	79620	79584	79547	79509	79470	79430	79389	79347	79304	79260	79215	79169	79122	79074	79025	78975	78924	78872	78819	78765	78710	78654	78597	78539	78480	78420	78359	78297	78234	78170	78105	78039	77972	77904	77835	77765	77694	77622	77549	77475	77400	77324	77247	77169	77090	77010	76929	76847	76764	76680	76595	76509	76422	76334	76245	76155	76064	75972	75879	75785	75690	75594	75497	75399	75300	75200	75099	74997	74894	74790	74685	74579	74472	74364	74255	74145	74034	73922	73809	73695	73580	73464	73347	73229	73111	72993	72875	72757	72639	72521	72403	72285	0
0	80185	80173	80160	80146	80131	80115	80098	80080	80061	80041	80020	79998	79975	79951	79926	79900	79873	79845	79816	79786	79755	79723	79690	79656	79621	79585	79548	79510	79471	79431	79390	79348	79305	79261	79216	79170	79123	79075	79026	78976	78925	78873	78820	78766	78711	78655	78598	78540	78481	78421	78360	78298	78235	78171	78106	78040	77973	77905	77836	77766	77695	77623	77550	77476	77401	77325	77248	77170	77091	77011	76930	76848	76765	76681	76596	76510	76423	76335	76246	76156	76065	75973	75880	75786	75691	75595	75498	75400	75301	75201	75100	74998	74895	74791	74686	74580	74473	74365	74256	74146	74035	73923	73810	73696	73581	73465	73348	73230	73112	72994	72876	72758	72640	72522	72404	72286	72168	0
0	80174	80161	80147	80132	80116	80099	80081	80062	80042	80021	79999	79976	79952	79927	79901	79874	79846	79817	79787	79756	79724	79691	79657	79622	79586	79549	79511	79472	79432	79391	79349	79306	79262	79217	79171	79124	79076	79027	78977	78926	78874	78821	78767	78712	78656	78599	78541	78482	78422	78361	78299	78236	78172	78107	78041	77974	77906	77837	77767	77696	77624	77551	77477	77402	77326	77249	77171	77092	77012	76931	76849	76766	76682	76597	76511	76424	76336	76247	76157	76066	75974	75881	75787	75692	75596	75499	75401	75302	75202	75101	74999	74896	74792	74687	74581	74474	74366	74257	74147	74036	73924	73811	73697	73582	73466	73349	73231	73113	72995	72877	72759	72641	72523	72405	72287	72169	72051	0
0	80162	80148	80133	80117	80100	80082	80063	80043	80022	80000	79977	79953	79928	79902	79875	79847	79818	79788	79757	79725	79692	79658	79623	79587	79550	79512	79473	79433	79392	79350	79307	79263	79218	79172	79125	79077	79028	78978	78927	78875	78822	78768	78713	78657	78600	78542	78483	78423	78362	78300	78237	78173	78108	78042	77975	77907	77838	77768	77697	77625	77552	77478	77403	77327	77250	77172	77093	77013	76932	76850	76767	76683	76598	76512	76425	76337	76248	76158	76067	75975	75882	75788	75693	75597	75500	75402	75303	75203	75102	75000	74897	74793	74688	74582	74475	74367	74258	74148	74037	73925	73812	73698	73583	73467	73350	73232	73114	72996	72878	72760	72642	72524	72406	72288	72170	72052	71934	0
0	80149	80134	80118	80101	80083	80064	80044	80023	80001	79978	79954	79929	79903	79876	79848	79819	79789	79758	79726	79693	79659	79624	79588	79551	79513	79474	79434	79393	79351	79308	79264	79219	79173	79126	79078	79029	78979	78928	78876	78823	78769	78714	78658	78601	78543	78484	78424	78363	78301	78238	78174	78109	78043	77976	77908	77839	77769	77698	77626	77553	77479	77404	77328	77251	77173	77094	77014	76933	76851	76768	76684	76599	76513	76426	76338	76249	76159	76068	75976	75883	75789	75694	75598	75501	75403	75304	75204	75103	75001	74898	74794	74689	74583	74476	74368	74259	74149	74038	73926	73813	73699	73584	73468	73351	73233	73115	72997	72879	72761	72643	72525	72407	72289	72171	72053	71935	71817	0
