0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	82522	82521	82519	82516	82512	82507	82501	82494	82486	82477	82467	82456	82444	82431	82417	82402	82386	82369	82351	82332	82312	82291	82269	82246	82222	82197	82171	82144	82116	82087	82057	82026	81994	81961	81927	81892	81856	81819	81781	81742	81702	81661	81619	81576	81532	81487	81441	81394	81346	81297	81247	81196	81144	81091	81037	80982	80926	80869	80811	80752	80692	80631	80569	80506	80442	80377	80311	80244	80176	80107	80037	79966	79894	79821	79747	79672	79596	79519	79441	79362	79282	79201	79119	79036	78952	78867	78781	78694	78606	78517	78427	78336	78244	78151	78057	77962	77866	77769	77671	77572	77472	77371	77269	77166	77062	76957	76851	76744	76636	76527	76417	76306	76194	76081	75967	75852	75736	0
0	82520	82518	82515	82511	82506	82500	82493	82485	82476	82466	82455	82443	82430	82416	82401	82385	82368	82350	82331	82311	82290	82268	82245	82221	82196	82170	82143	82115	82086	82056	82025	81993	81960	81926	81891	81855	81818	81780	81741	81701	81660	81618	81575	81531	81486	81440	81393	81345	81296	81246	81195	81143	81090	81036	80981	80925	80868	80810	80751	80691	80630	80568	80505	80441	80376	80310	80243	80175	80106	80036	79965	79893	79820	79746	79671	79595	79518	79440	79361	79281	79200	79118	79035	78951	78866	78780	78693	78605	78516	78426	78335	78243	78150	78056	77961	77865	77768	77670	77571	77471	77370	77268	77165	77061	76956	76850	76743	76635	76526	76416	76305	76193	76080	75966	75851	75735	75619	0
0	82517	82514	82510	82505	82499	82492	82484	82475	82465	82454	82442	82429	82415	82400	82384	82367	82349	82330	82310	82289	82267	82244	82220	82195	82169	82142	82114	82085	82055	82024	81992	81959	81925	81890	81854	81817	81779	81740	81700	81659	81617	81574	81530	81485	81439	81392	81344	81295	81245	81194	81142	81089	81035	80980	80924	80867	80809	80750	80690	80629	80567	80504	80440	80375	80309	80242	80174	80105	80035	79964	79892	79819	79745	79670	79594	79517	79439	79360	79280	79199	79117	79034	78950	78865	78779	78692	78604	78515	78425	78334	78242	78149	78055	77960	77864	77767	77669	77570	77470	77369	77267	77164	77060	76955	76849	76742	76634	76525	76415	76304	76192	76079	75965	75850	75734	75618	75502	0
0	82513	82509	82504	82498	82491	82483	82474	82464	82453	82441	82428	82414	82399	82383	82366	82348	82329	82309	82288	82266	82243	82219	82194	82168	82141	82113	82084	82054	82023	81991	81958	81924	81889	81853	81816	81778	81739	81699	81658	81616	81573	81529	81484	81438	81391	81343	81294	81244	81193	81141	81088	81034	80979	80923	80866	80808	80749	80689	80628	80566	80503	80439	80374	80308	80241	80173	80104	80034	79963	79891	79818	79744	79669	79593	79516	79438	79359	79279	79198	79116	79033	78949	78864	78778	78691	78603	78514	78424	78333	78241	78148	78054	77959	77863	77766	77668	77569	77469	77368	77266	77163	77059	76954	76848	76741	76633	76524	76414	76303	76191	76078	75964	75849	75733	75617	75501	75385	0
0	82508	82503	82497	82490	82482	82473	82463	82452	82440	82427	82413	82398	82382	82365	82347	82328	82308	82287	82265	82242	82218	82193	82167	82140	82112	82083	82053	82022	81990	81957	81923	81888	81852	81815	81777	81738	81698	81657	81615	81572	81528	81483	81437	81390	81342	81293	81243	81192	81140	81087	81033	80978	80922	80865	80807	80748	80688	80627	80565	80502	80438	80373	80307	80240	80172	80103	80033	79962	79890	79817	79743	79668	79592	79515	79437	79358	79278	79197	79115	79032	78948	78863	78777	78690	78602	78513	78423	78332	78240	78147	78053	77958	77862	77765	77667	77568	77468	77367	77265	77162	77058	76953	76847	76740	76632	76523	76413	76302	76190	76077	75963	75848	75732	75616	75500	75384	75268	0
0	82502	82496	82489	82481	82472	82462	82451	82439	82426	82412	82397	82381	82364	82346	82327	82307	82286	82264	82241	82217	82192	82166	82139	82111	82082	82052	82021	81989	81956	81922	81887	81851	81814	81776	81737	81697	81656	81614	81571	81527	81482	81436	81389	81341	81292	81242	81191	81139	81086	81032	80977	80921	80864	80806	80747	80687	80626	80564	80501	80437	80372	80306	80239	80171	80102	80032	79961	79889	79816	79742	79667	79591	79514	79436	79357	79277	79196	79114	79031	78947	78862	78776	78689	78601	78512	78422	78331	78239	78146	78052	77957	77861	77764	77666	77567	77467	77366	77264	77161	77057	76952	76846	76739	76631	76522	76412	76301	76189	76076	75962	75847	75731	75615	75499	75383	75267	75151	0
0	82495	82488	82480	82471	82461	82450	82438	82425	82411	82396	82380	82363	82345	82326	82306	82285	82263	82240	82216	82191	82165	82138	82110	82081	82051	82020	81988	81955	81921	81886	81850	81813	81775	81736	81696	81655	81613	81570	81526	81481	81435	81388	81340	81291	81241	81190	81138	81085	81031	80976	80920	80863	80805	80746	80686	80625	80563	80500	80436	80371	80305	80238	80170	80101	80031	79960	79888	79815	79741	79666	79590	79513	79435	79356	79276	79195	79113	79030	78946	78861	78775	78688	78600	78511	78421	78330	78238	78145	78051	77956	77860	77763	77665	77566	77466	77365	77263	77160	77056	76951	76845	76738	76630	76521	76411	76300	76188	76075	75961	75846	75730	75614	75498	75382	75266	75150	75034	0
0	82487	82479	82470	82460	82449	82437	82424	82410	82395	82379	82362	82344	82325	82305	82284	82262	82239	82215	82190	82164	82137	82109	82080	82050	82019	81987	81954	81920	81885	81849	81812	81774	81735	81695	81654	81612	81569	81525	81480	81434	81387	81339	81290	81240	81189	81137	81084	81030	80975	80919	80862	80804	80745	80685	80624	80562	80499	80435	80370	80304	80237	80169	80100	80030	79959	79887	79814	79740	79665	79589	79512	79434	79355	79275	79194	79112	79029	78945	78860	78774	78687	78599	78510	78420	78329	78237	78144	78050	77955	77859	77762	77664	77565	77465	77364	77262	77159	77055	76950	76844	76737	76629	76520	76410	76299	76187	76074	75960	75845	75729	75613	75497	75381	75265	75149	75033	74917	0
0	82478	82469	82459	82448	82436	82423	82409	82394	82378	82361	82343	82324	82304	82283	82261	82238	82214	82189	82163	82136	82108	82079	82049	82018	81986	81953	81919	81884	81848	81811	81773	81734	81694	81653	81611	81568	81524	81479	81433	81386	81338	81289	81239	81188	81136	81083	81029	80974	80918	80861	80803	80744	80684	80623	80561	80498	80434	80369	80303	80236	80168	80099	80029	79958	79886	79813	79739	79664	79588	79511	79433	79354	79274	79193	79111	79028	78944	78859	78773	78686	78598	78509	78419	78328	78236	78143	78049	77954	77858	77761	77663	77564	77464	77363	77261	77158	77054	76949	76843	76736	76628	76519	76409	76298	76186	76073	75959	75844	75728	75612	75496	75380	75264	75148	75032	74916	74800	0
0	82468	82458	82447	82435	82422	82408	82393	82377	82360	82342	82323	82303	82282	82260	82237	82213	82188	82162	82135	82107	82078	82048	82017	81985	81952	81918	81883	81847	81810	81772	81733	81693	81652	81610	81567	81523	81478	81432	81385	81337	81288	81238	81187	81135	81082	81028	80973	80917	80860	80802	80743	80683	80622	80560	80497	80433	80368	80302	80235	80167	80098	80028	79957	79885	79812	79738	79663	79587	79510	79432	79353	79273	79192	79110	79027	78943	78858	78772	78685	78597	78508	78418	78327	78235	78142	78048	77953	77857	77760	77662	77563	77463	77362	77260	77157	77053	76948	76842	76735	76627	76518	76408	76297	76185	76072	75958	75843	75727	75611	75495	75379	75263	75147	75031	74915	74799	74683	0
0	82457	82446	82434	82421	82407	82392	82376	82359	82341	82322	82302	82281	82259	82236	82212	82187	82161	82134	82106	82077	82047	82016	81984	81951	81917	81882	81846	81809	81771	81732	81692	81651	81609	81566	81522	81477	81431	81384	81336	81287	81237	81186	81134	81081	81027	80972	80916	80859	80801	80742	80682	80621	80559	80496	80432	80367	80301	80234	80166	80097	80027	79956	79884	79811	79737	79662	79586	79509	79431	79352	79272	79191	79109	79026	78942	78857	78771	78684	78596	78507	78417	78326	78234	78141	78047	77952	77856	77759	77661	77562	77462	77361	77259	77156	77052	76947	76841	76734	76626	76517	76407	76296	76184	76071	75957	75842	75726	75610	75494	75378	75262	75146	75030	74914	74798	74682	74566	0
0	82445	82433	82420	82406	82391	82375	82358	82340	82321	82301	82280	82258	82235	82211	82186	82160	82133	82105	82076	82046	82015	81983	81950	81916	81881	81845	81808	81770	81731	81691	81650	81608	81565	81521	81476	81430	81383	81335	81286	81236	81185	81133	81080	81026	80971	80915	80858	80800	80741	80681	80620	80558	80495	80431	80366	80300	80233	80165	80096	80026	79955	79883	79810	79736	79661	79585	79508	79430	79351	79271	79190	79108	79025	78941	78856	78770	78683	78595	78506	78416	78325	78233	78140	78046	77951	77855	77758	77660	77561	77461	77360	77258	77155	77051	76946	76840	76733	76625	76516	76406	76295	76183	76070	75956	75841	75725	75609	75493	75377	75261	75145	75029	74913	74797	74681	74565	74449	0
